,POLYLINE
1372645298620000307,"[[-8.610966, 41.145651], [-8.61093918367347, 41.14571308163265], [-8.610457224489796, 41.14613075510204], [-8.609103, 41.14687408163265], [-8.609665408163266, 41.147567632653065], [-8.611348775510205, 41.14767967346938], [-8.611478816326532, 41.14685167346939], [-8.611545857142858, 41.14633628571429], [-8.611449979591836, 41.1461364489796], [-8.61085487755102, 41.14579389795918], [-8.610922836734693, 41.145309], [-8.61093, 41.145311020408165], [-8.61093, 41.14531579591837], [-8.610903734693878, 41.14517051020408], [-8.61067157142857, 41.144349857142856], [-8.60976881632653, 41.14321842857143], [-8.60835563265306, 41.14300169387755], [-8.606973673469389, 41.14278808163265], [-8.605051714285715, 41.143264897959185], [-8.603499673469388, 41.14346730612245], [-8.601850285714285, 41.14175546938775], [-8.601451714285714, 41.13912728571429], [-8.601370530612245, 41.137516469387755], [-8.601637775510204, 41.13713093877551], [-8.602127081632654, 41.135692408163266], [-8.601025040816328, 41.13375924489796], [-8.599000224489796, 41.132678142857145], [-8.597670795918367, 41.13163836734694], [-8.597451857142858, 41.130324], [-8.597968346938776, 41.12851132653061], [-8.598372428571428, 41.126220918367345], [-8.598530387755103, 41.124102428571426], [-8.599436265306123, 41.12195675510204], [-8.601011081632652, 41.120464591836736], [-8.603497653061224, 41.120084020408164], [-8.605799999999999, 41.11993157142857], [-8.606448734693878, 41.118565775510206], [-8.606665285714286, 41.11651634693877], [-8.606524591836735, 41.11546059183673], [-8.60559924489796, 41.11556804081633], [-8.604355775510205, 41.11606946938775], [-8.60369675510204, 41.11625736734694], [-8.603620714285714, 41.116275], [-8.603519326530613, 41.116211816326526], [-8.603513081632654, 41.116203], [-8.603522265306122, 41.11621126530612], [-8.603523, 41.116212], [-8.60351436734694, 41.116212], [-8.603514, 41.116212], [-8.603523, 41.116221]]"
1372641453620000010,"[[-8.621082, 41.16105], [-8.621068224489795, 41.16107755102041], [-8.62105444897959, 41.16110510204082], [-8.621040673469388, 41.16113265306123], [-8.620857183673468, 41.161277387755106], [-8.620611979591837, 41.16146473469388], [-8.620366775510204, 41.16165208163265], [-8.620023857142858, 41.161851], [-8.619569265306122, 41.16206314285714], [-8.619114673469387, 41.16227528571429], [-8.618623714285714, 41.16244224489796], [-8.617987285714285, 41.162428469387756], [-8.617350857142856, 41.16241469387755], [-8.616714428571427, 41.16240091836735], [-8.616013714285714, 41.16231771428571], [-8.615308408163266, 41.16222955102041], [-8.614603102040817, 41.1621413877551], [-8.613947387755102, 41.16205689795918], [-8.613316469387755, 41.16197424489796], [-8.612685551020407, 41.161891591836735], [-8.612217734693877, 41.16182987755102], [-8.611994571428571, 41.161799571428574], [-8.611771408163264, 41.16176926530613], [-8.611534653061224, 41.16173748979592], [-8.611209551020409, 41.161696163265304], [-8.610884448979592, 41.1616548367347], [-8.610559346938777, 41.161613510204084], [-8.610336918367347, 41.16144563265306], [-8.610130285714286, 41.16125828571428], [-8.609923653061225, 41.16107093877551], [-8.609877367346938, 41.16069348979592], [-8.609937979591837, 41.16018930612245], [-8.609998591836735, 41.15968512244898], [-8.610041755102042, 41.15921308163265], [-8.610050020408163, 41.15880532653061], [-8.610058285714286, 41.15839757142857], [-8.610065081632653, 41.15800781632653], [-8.610051306122449, 41.15787006122449], [-8.610037530612244, 41.15773230612245], [-8.610023755102041, 41.15759455102041], [-8.610012183673469, 41.15756920408163], [-8.610001163265306, 41.15757195918367], [-8.609990142857143, 41.157574714285715], [-8.60997912244898, 41.157574530612244], [-8.609968102040817, 41.157571775510206], [-8.609957081632654, 41.15756902040816], [-8.609948265306123, 41.15756773469388], [-8.609945510204081, 41.157570489795916], [-8.609942755102042, 41.15757324489796], [-8.60994, 41.157576]]"
1372646173620000686,"[[-8.612496, 41.145975], [-8.611965918367346, 41.14598859183673], [-8.611761857142858, 41.1460067755102], [-8.611587734693877, 41.14605820408163], [-8.611185673469388, 41.146192285714285], [-8.610988591836735, 41.14723885714286], [-8.610748530612245, 41.148199469387755], [-8.610451714285714, 41.149260000000005], [-8.610108795918368, 41.15048602040817], [-8.610068020408162, 41.15068989795918], [-8.61007187755102, 41.150735081632654], [-8.60997930612245, 41.15083995918368], [-8.609755224489797, 41.15116432653061], [-8.609918326530613, 41.15200702040816], [-8.61003, 41.15268514285714], [-8.60979306122449, 41.15366595918367], [-8.609165081632652, 41.15519430612245], [-8.608906836734693, 41.1573893877551], [-8.608403571428571, 41.15901985714285], [-8.60755793877551, 41.16101914285714], [-8.606534142857143, 41.16359057142857], [-8.606439, 41.165874], [-8.60639344897959, 41.16787089795918], [-8.605764367346938, 41.169678612244894], [-8.604717612244897, 41.171304306122444], [-8.604758387755103, 41.172656693877556], [-8.605061081632654, 41.17338844897959], [-8.604036, 41.17372089795918], [-8.601847714285714, 41.17386857142857], [-8.60027106122449, 41.174357877551024], [-8.599969836734694, 41.174459265306126], [-8.599992795918368, 41.175032693877554], [-8.599925020408163, 41.17622051020408], [-8.59914348979592, 41.17799424489796], [-8.598343775510203, 41.17966493877551], [-8.597719285714286, 41.18101071428571], [-8.597349, 41.181849], [-8.597349, 41.181849], [-8.597349, 41.181849], [-8.597344959183674, 41.181849], [-8.597341836734694, 41.181849], [-8.59734863265306, 41.181849], [-8.597188285714287, 41.182209], [-8.597149346938776, 41.182378346938776], [-8.597178, 41.182411040816326], [-8.597178, 41.18242463265306], [-8.597171387755102, 41.182418387755106], [-8.597164591836735, 41.18241159183673], [-8.597164408163266, 41.182407], [-8.597178, 41.182407]]"
1372645426620000454,"[[-8.619849, 41.148036], [-8.619859285714286, 41.14803085714286], [-8.619869571428572, 41.148025714285716], [-8.619879857142857, 41.148020571428574], [-8.619951857142857, 41.14797171428572], [-8.620085571428572, 41.14787914285714], [-8.620219285714285, 41.147786571428576], [-8.620353, 41.147694], [-8.620448142857143, 41.14797171428572], [-8.620543285714286, 41.148249428571425], [-8.620638428571429, 41.14852714285714], [-8.620727142857142, 41.148846], [-8.620809428571429, 41.149206], [-8.620891714285714, 41.149566], [-8.620974, 41.149926], [-8.620989428571429, 41.150062285714284], [-8.621004857142857, 41.15019857142857], [-8.621020285714286, 41.15033485714285], [-8.621057571428572, 41.15055471428571], [-8.621116714285716, 41.15085814285714], [-8.621175857142857, 41.151161571428574], [-8.621235, 41.151465], [-8.621114142857143, 41.15182242857143], [-8.620993285714286, 41.152179857142855], [-8.62087242857143, 41.15253728571428], [-8.62084542857143, 41.152938428571424], [-8.620912285714287, 41.153383285714284], [-8.620979142857143, 41.153828142857144], [-8.621046, 41.154273], [-8.620979142857143, 41.15459442857143], [-8.620912285714287, 41.15491585714286], [-8.62084542857143, 41.155237285714286], [-8.620812, 41.15540057142857], [-8.620812, 41.15540571428571], [-8.620812, 41.15541085714286], [-8.620812, 41.155416], [-8.620817142857144, 41.15543142857143], [-8.620822285714286, 41.155446857142856], [-8.62082742857143, 41.155462285714286], [-8.620697571428572, 41.155462285714286], [-8.620432714285714, 41.155446857142856], [-8.620167857142858, 41.15543142857143], [-8.619903, 41.155416], [-8.619656142857144, 41.15535942857143], [-8.619409285714287, 41.15530285714286], [-8.61916242857143, 41.155246285714284], [-8.619008142857144, 41.15515371428571], [-8.61894642857143, 41.15502514285714], [-8.618884714285715, 41.154896571428566], [-8.618823, 41.154768]]"
1372643201620000621,"[[-8.604162, 41.161059], [-8.603967673469388, 41.16148144897959], [-8.604073469387755, 41.1617538367347], [-8.605963469387754, 41.16210391836734], [-8.606548102040815, 41.162854591836734], [-8.606432387755103, 41.164779857142854], [-8.606420632653062, 41.167149061224485], [-8.605927285714285, 41.16928114285714], [-8.604845816326531, 41.17112191836735], [-8.605126469387756, 41.172417918367344], [-8.60728206122449, 41.1732743877551], [-8.60999748979592, 41.174107163265305], [-8.613253836734694, 41.174490489795915], [-8.616613959183674, 41.174136], [-8.620228285714287, 41.17372842857143], [-8.623787510204082, 41.17335814285714], [-8.627374285714286, 41.17299520408164], [-8.631159428571427, 41.17226859183674], [-8.63496881632653, 41.171445], [-8.638252163265305, 41.170029612244896], [-8.640836081632653, 41.16866822448979], [-8.642778428571429, 41.168271857142855], [-8.644655204081634, 41.169304836734696], [-8.646972612244898, 41.17118565306122], [-8.649514653061225, 41.17324867346939], [-8.65205357142857, 41.175289102040814], [-8.65480242857143, 41.17750163265306], [-8.657684448979591, 41.17985908163265], [-8.660450571428571, 41.18214471428571], [-8.663451061224489, 41.18457673469388], [-8.666393510204081, 41.186873020408164], [-8.66949006122449, 41.18866989795918], [-8.673087489795918, 41.18939797959184], [-8.67627275510204, 41.18997251020408], [-8.677920673469387, 41.19100163265306], [-8.678477571428571, 41.19234171428571], [-8.680216040816326, 41.19183367346939], [-8.68170857142857, 41.19096893877551], [-8.682189979591838, 41.19020779591836], [-8.683184755102042, 41.189247183673466], [-8.685292591836735, 41.1886283877551], [-8.687927204081634, 41.18843810204082], [-8.690603142857142, 41.18828657142857], [-8.69231387755102, 41.18795963265306], [-8.692390836734694, 41.18755187755102], [-8.692191, 41.18740420408163], [-8.692192653061223, 41.187411], [-8.6922, 41.18740989795918], [-8.692199448979592, 41.187402], [-8.692191, 41.187402]]"
1372644311620000492,"[[-8.654706, 41.152248], [-8.653631142857142, 41.15215102040817], [-8.65162506122449, 41.15274887755102], [-8.650648653061223, 41.15344830612245], [-8.649770510204082, 41.15393302040817], [-8.647886755102041, 41.15418134693878], [-8.645243877551021, 41.154330306122446], [-8.642689714285716, 41.154231857142854], [-8.640252367346939, 41.15356695918367], [-8.63727612244898, 41.15283593877551], [-8.634439469387756, 41.15247226530612], [-8.631950326530612, 41.15261406122449], [-8.629434367346938, 41.152558224489795], [-8.627052306122449, 41.152560244897955], [-8.626023, 41.151646285714286], [-8.625799285714285, 41.150018387755104], [-8.625054306122449, 41.148639], [-8.623258714285715, 41.14791385714285], [-8.621171448979592, 41.147292306122445], [-8.620109632653062, 41.14646467346939], [-8.61878424489796, 41.146254551020405], [-8.61771342857143, 41.145921], [-8.617042102040816, 41.14512624489796], [-8.615603571428572, 41.145432612244896], [-8.61398375510204, 41.14583706122449], [-8.61230681632653, 41.14599869387755], [-8.611094204081633, 41.145839448979594], [-8.610923020408164, 41.14537659183674], [-8.610963428571429, 41.14535142857143], [-8.610983265306121, 41.14522285714286], [-8.610571102040817, 41.14392171428572], [-8.609556489795917, 41.14326067346939], [-8.607863020408164, 41.14265308163265], [-8.60609681632653, 41.142809938775514], [-8.60523318367347, 41.1433583877551], [-8.604554142857143, 41.14367871428571], [-8.603247122448979, 41.14337748979592], [-8.601939918367348, 41.14224], [-8.601524816326531, 41.14020930612245], [-8.601206510204081, 41.13790163265306], [-8.601448959183674, 41.13748946938776], [-8.601529775510203, 41.137385877551026], [-8.602803, 41.137506], [-8.603935163265307, 41.13754346938775], [-8.604401877551021, 41.136444734693875], [-8.604416571428573, 41.13504734693877], [-8.60433924489796, 41.13453875510204], [-8.604331163265307, 41.134545], [-8.604324918367347, 41.134545], [-8.604333, 41.134545]]"
1372646789620000534,"[[-8.593065, 41.158845], [-8.594421428571428, 41.15698824489796], [-8.595619530612245, 41.15487893877551], [-8.59702757142857, 41.15244728571429], [-8.598393367346938, 41.15013355102041], [-8.598770448979591, 41.148772897959184], [-8.597831142857142, 41.14749655102041], [-8.597491714285713, 41.14641342857143], [-8.59758281632653, 41.1460986122449], [-8.596936653061224, 41.14605655102041], [-8.595931959183673, 41.14594414285715], [-8.595805408163265, 41.14616344897959], [-8.595845265306123, 41.146561285714284], [-8.596237408163265, 41.14681144897959], [-8.596310142857142, 41.14680942857143], [-8.596338979591838, 41.14685002040816], [-8.596320979591837, 41.14685424489796], [-8.596285530612246, 41.14684102040816], [-8.596256326530613, 41.14682155102041], [-8.59621224489796, 41.146816959183674], [-8.596182306122449, 41.146832387755104], [-8.596204714285715, 41.146839], [-8.596222163265306, 41.1468461632653], [-8.596247693877551, 41.14684010204082], [-8.596251, 41.146847632653056], [-8.59625136734694, 41.146860673469384], [-8.596261102040815, 41.146943693877546], [-8.596270836734693, 41.1469218367347], [-8.596278, 41.14691871428571], [-8.59628130612245, 41.146876469387756], [-8.596282959183673, 41.14683587755102], [-8.596273224489796, 41.146821], [-8.596269, 41.146809979591836], [-8.596269, 41.146790510204085], [-8.596262020408162, 41.14679895918367], [-8.59626, 41.146810714285714], [-8.596268448979592, 41.146812], [-8.596287918367347, 41.146811632653055], [-8.596330163265307, 41.14679308163265], [-8.596314, 41.146783346938776], [-8.596316387755103, 41.146768836734694], [-8.596332367346939, 41.14673963265306], [-8.596365428571428, 41.146706571428574], [-8.59639518367347, 41.14669059183674], [-8.596398673469388, 41.14670032653061], [-8.59640712244898, 41.14669793877551], [-8.596372224489796, 41.1467357755102], [-8.59632887755102, 41.14680924489796], [-8.596298204081632, 41.14685406122449], [-8.596305, 41.146839]]"
1372642351620000005,"[[-8.614107, 41.149953], [-8.614224367346939, 41.14995795918367], [-8.614341734693879, 41.14996291836734], [-8.614459102040817, 41.14996787755102], [-8.614576469387755, 41.14997283673469], [-8.614693836734695, 41.14997779591837], [-8.614733142857142, 41.150083775510204], [-8.61471, 41.15027057142857], [-8.614686857142857, 41.15045736734694], [-8.614663714285715, 41.150644163265305], [-8.614640571428572, 41.15083095918367], [-8.614606224489796, 41.151012244897956], [-8.614482244897959, 41.15114944897959], [-8.614358265306123, 41.15128665306122], [-8.614234285714286, 41.15142385714286], [-8.614110306122448, 41.15156106122449], [-8.613986326530611, 41.15169826530612], [-8.61389981632653, 41.15188175510204], [-8.613832040816327, 41.1520883877551], [-8.613764265306122, 41.15229502040817], [-8.613696489795919, 41.15250165306123], [-8.613628714285714, 41.15270828571429], [-8.613567918367346, 41.15290132653062], [-8.613531551020408, 41.15304679591837], [-8.61349518367347, 41.153192265306124], [-8.613458816326531, 41.15333773469388], [-8.613422448979593, 41.15348320408163], [-8.613386081632655, 41.153628673469385], [-8.613290571428573, 41.153661], [-8.613178163265307, 41.153661], [-8.613065755102042, 41.153661], [-8.612953346938776, 41.153661], [-8.612840938775511, 41.153661], [-8.612716959183674, 41.153635102040816], [-8.612569836734695, 41.153557408163266], [-8.612422714285714, 41.153479714285716], [-8.612275591836735, 41.153402020408166], [-8.612128469387756, 41.153324326530615], [-8.611981346938775, 41.153246632653065], [-8.61189887755102, 41.153158653061226], [-8.611824489795918, 41.1530693877551], [-8.611750102040817, 41.15298012244898], [-8.611675714285715, 41.15289085714286], [-8.611601326530613, 41.152801591836734], [-8.611550448979592, 41.15274906122449], [-8.611528959183675, 41.15274244897959], [-8.611507469387755, 41.15273583673469], [-8.611485979591837, 41.152729224489796], [-8.611464489795917, 41.152722612244894], [-8.611443, 41.152716]]"
1372641454620000195,"[[-8.6094, 41.151213], [-8.609471632653062, 41.151466102040814], [-8.609556489795917, 41.15177871428572], [-8.609742734693876, 41.15254757142858], [-8.609831999999999, 41.153312020408165], [-8.609598, 41.15406177551021], [-8.609402020408163, 41.154960306122454], [-8.609277857142857, 41.15613985714286], [-8.609003816326531, 41.157301775510206], [-8.608554918367346, 41.15844312244898], [-8.607805714285714, 41.16016579591837], [-8.606836285714285, 41.162314775510204], [-8.60643881632653, 41.163409102040816], [-8.606295551020409, 41.164034693877554], [-8.606268, 41.16422828571429], [-8.606268, 41.164319020408165], [-8.60633412244898, 41.1648726122449], [-8.606405020408163, 41.16547689795918], [-8.606457551020409, 41.16638424489796], [-8.606485836734695, 41.16731436734694], [-8.606380775510205, 41.16836975510204], [-8.606059714285713, 41.16945471428572], [-8.605152367346939, 41.17061993877551], [-8.604775836734694, 41.17166944897959], [-8.605248612244898, 41.172533816326535], [-8.606203714285714, 41.17312120408164], [-8.607641142857142, 41.173431612244904], [-8.60919024489796, 41.17385957142857], [-8.610809142857143, 41.174361], [-8.612675816326531, 41.17445412244898], [-8.614633775510203, 41.17439681632653], [-8.616761448979592, 41.17416171428572], [-8.618919979591835, 41.17389428571429], [-8.620605551020407, 41.17405848979592], [-8.622152816326532, 41.17433289795918], [-8.62226742857143, 41.17572257142857], [-8.62234255102041, 41.17715357142857], [-8.62225181632653, 41.17875814285714], [-8.622077326530613, 41.180164346938774], [-8.621714387755103, 41.18112422448979], [-8.621668653061226, 41.18143555102041], [-8.622055469387755, 41.18086248979592], [-8.622843428571429, 41.180474571428576], [-8.623975224489795, 41.180245346938776], [-8.624579326530611, 41.180141020408165], [-8.62490406122449, 41.180102816326524], [-8.624971653061225, 41.180094], [-8.624962102040817, 41.180094], [-8.624969448979591, 41.180089775510204], [-8.624979, 41.180085]]"
1372647120620000307,"[[-8.606259, 41.144616], [-8.606364612244898, 41.14467716326531], [-8.60711693877551, 41.14505442857143], [-8.60716781632653, 41.145890693877554], [-8.60688312244898, 41.146684163265306], [-8.606818836734693, 41.14687610204082], [-8.60704218367347, 41.146999163265306], [-8.608586142857144, 41.14727485714286], [-8.609230469387755, 41.14749526530613], [-8.61072887755102, 41.14769914285714], [-8.61104663265306, 41.1478313877551], [-8.613880714285715, 41.147863163265306], [-8.620316265306123, 41.14745136734694], [-8.620465591836734, 41.14676553061224], [-8.621218285714285, 41.145867], [-8.623722673469388, 41.145612612244896], [-8.626649693877551, 41.14544693877551], [-8.62900842857143, 41.145799591836735], [-8.630413897959183, 41.14642885714285], [-8.631052530612244, 41.14639597959184], [-8.631032326530612, 41.14639965306122], [-8.631034714285715, 41.14637357142857], [-8.631061163265306, 41.1463368367347], [-8.631600612244897, 41.14646063265306], [-8.633065224489796, 41.14709026530612], [-8.634327979591836, 41.14779281632653], [-8.634653448979591, 41.14798089795919], [-8.634620204081633, 41.147924326530614], [-8.634625714285715, 41.14792285714285], [-8.634650326530613, 41.14795132653061], [-8.634791755102041, 41.14786132653061], [-8.633871183673469, 41.147386346938774], [-8.63228093877551, 41.14658663265306], [-8.631704571428571, 41.14625969387755], [-8.630678571428572, 41.14555806122449], [-8.63018357142857, 41.14523571428572], [-8.630156387755102, 41.1452213877551], [-8.629141408163264, 41.14485881632653], [-8.626537653061224, 41.14476293877551], [-8.623321714285714, 41.14414579591836], [-8.620469265306122, 41.14261946938775], [-8.617557673469388, 41.1409866122449], [-8.615504571428572, 41.140782], [-8.614514387755102, 41.141722959183674], [-8.613661408163265, 41.14288744897959], [-8.612013857142857, 41.14418693877551], [-8.61081042857143, 41.14467220408164], [-8.610214408163264, 41.14325534693878], [-8.608296489795919, 41.14293832653061], [-8.605872, 41.142393]]"
1372643415620000653,"[[-8.628453, 41.15736], [-8.628229653061224, 41.1576252244898], [-8.62856669387755, 41.158431], [-8.628700040816327, 41.15968328571429], [-8.628223775510204, 41.16126140816326], [-8.627644469387755, 41.162936510204084], [-8.627500102040816, 41.16335969387755], [-8.627398714285713, 41.16369857142857], [-8.627262428571427, 41.164148204081634], [-8.627115857142858, 41.16456697959183], [-8.627118795918369, 41.1645576122449], [-8.626949081632654, 41.16512406122449], [-8.626711591836735, 41.166306], [-8.626548857142858, 41.16799836734694], [-8.626842, 41.16954085714286], [-8.626189959183675, 41.16999012244898], [-8.625952653061224, 41.17086110204082], [-8.626391448979591, 41.17241148979592], [-8.62718712244898, 41.17421222448979], [-8.627553, 41.175093857142855], [-8.62767, 41.17538718367347], [-8.627680285714286, 41.175439714285716], [-8.627771020408163, 41.175567183673465], [-8.628594612244898, 41.175797510204085], [-8.629809428571429, 41.17571926530612], [-8.631163469387754, 41.175537795918366], [-8.632549469387756, 41.17540151020408], [-8.633924448979592, 41.17551318367347], [-8.634528000000001, 41.175567], [-8.635210897959183, 41.175637897959184], [-8.63611236734694, 41.17573359183674], [-8.637198979591837, 41.17580412244898], [-8.636989591836734, 41.17500844897959], [-8.63705718367347, 41.174031673469386], [-8.63781906122449, 41.17334914285714], [-8.639200285714285, 41.173072714285716], [-8.640330979591836, 41.17287030612245], [-8.641711469387754, 41.17329863265306], [-8.64307487755102, 41.17424473469387], [-8.644209612244897, 41.1754073877551], [-8.64488406122449, 41.17640510204082], [-8.644430387755103, 41.17713097959184], [-8.644835571428573, 41.17794428571428], [-8.64530393877551, 41.178504673469384], [-8.645443897959185, 41.17867989795918], [-8.645436918367347, 41.17867291836735], [-8.645436, 41.17867806122449], [-8.645440040816327, 41.178681], [-8.645479346938776, 41.178701204081634], [-8.645598, 41.178771]]"
1372638851620000406,"[[-8.628885, 41.160996], [-8.628764142857143, 41.161030530612244], [-8.628676346938775, 41.160982408163264], [-8.62869269387755, 41.16094640816326], [-8.628628224489796, 41.16090434693877], [-8.628679469387755, 41.16002308163265], [-8.629096959183673, 41.1591126122449], [-8.629297714285714, 41.158896428571424], [-8.629477530612245, 41.1588383877551], [-8.62999512244898, 41.15822253061224], [-8.62940075510204, 41.15737065306123], [-8.628203020408163, 41.15641793877551], [-8.627154979591836, 41.154960122448976], [-8.62644012244898, 41.15345124489796], [-8.626237714285715, 41.152804714285715], [-8.626223571428572, 41.152738224489795], [-8.626069469387755, 41.15209242857143], [-8.625763836734695, 41.150479591836735], [-8.625552061224491, 41.149021408163264], [-8.625508897959184, 41.148890816326535], [-8.625254142857143, 41.14871724489796], [-8.623935, 41.14813242857142], [-8.62172412244898, 41.14750444897959], [-8.62025712244898, 41.14682302040816], [-8.619169224489797, 41.146164551020405], [-8.617675775510204, 41.146190448979596], [-8.61732293877551, 41.14504193877551], [-8.615895795918368, 41.14538724489796], [-8.614054285714285, 41.14580528571429], [-8.612356040816326, 41.14598455102041], [-8.611359979591837, 41.14609475510204], [-8.61096563265306, 41.14565614285714], [-8.610775346938775, 41.144777081632654], [-8.610511408163266, 41.14381059183674], [-8.610399, 41.14344746938775], [-8.60973557142857, 41.14333414285714], [-8.608855959183673, 41.14320924489796], [-8.608182979591836, 41.14298185714286], [-8.606920775510204, 41.142679897959184], [-8.605462040816327, 41.14311906122449], [-8.605600163265306, 41.14420126530612], [-8.606925918367347, 41.14496608163265], [-8.607377571428572, 41.14572042857143], [-8.60722475510204, 41.14596453061225], [-8.607138979591838, 41.146198530612246], [-8.60709012244898, 41.14626006122449], [-8.607056693877551, 41.14624279591837], [-8.607041081632653, 41.146227], [-8.60712869387755, 41.14622846938776], [-8.607051, 41.146263]]"
1372645859620000199,"[[-8.586369, 41.149125], [-8.586831857142856, 41.149144285714286], [-8.587294714285713, 41.149163571428566], [-8.587914428571429, 41.149314], [-8.588612571428571, 41.14953], [-8.589436714285714, 41.14976528571428], [-8.590512857142858, 41.15003914285714], [-8.591589, 41.150313], [-8.592576428571428, 41.150586857142855], [-8.593563857142858, 41.15086071428571], [-8.593962428571428, 41.15092371428571], [-8.594066571428572, 41.150881285714284], [-8.594232428571429, 41.15079257142857], [-8.594521714285715, 41.150611285714284], [-8.594811, 41.15043], [-8.595721285714285, 41.14988614285714], [-8.596631571428572, 41.14934228571428], [-8.597539285714285, 41.148914142857144], [-8.598445714285715, 41.148543857142855], [-8.599433142857142, 41.14838185714286], [-8.600582571428571, 41.14863642857143], [-8.601732, 41.148891], [-8.602279714285714, 41.14897585714286], [-8.602827428571429, 41.14906071428571], [-8.603784, 41.149269], [-8.604945, 41.149539], [-8.605913142857144, 41.149772999999996], [-8.606495571428571, 41.149935], [-8.607078, 41.150097], [-8.606997, 41.15033614285714], [-8.606916, 41.15057528571429], [-8.606631857142858, 41.151015], [-8.606246142857142, 41.151555], [-8.605932428571428, 41.152046142857145], [-8.605762714285714, 41.15243957142857], [-8.605593, 41.152833], [-8.605816714285716, 41.15314542857143], [-8.60604042857143, 41.15345785714286], [-8.606873571428572, 41.15357228571429], [-8.608011428571428, 41.15358771428571], [-8.608922999999999, 41.15361728571429], [-8.609382, 41.153675142857146], [-8.609841, 41.153733], [-8.609821714285713, 41.153744571428575], [-8.609802428571427, 41.15375614285714], [-8.609806285714285, 41.15375485714286], [-8.609821714285715, 41.15374714285714], [-8.609859, 41.15373942857143], [-8.60994, 41.15373171428571], [-8.610021, 41.153724]]"
1372647913620000307,"[[-8.605368, 41.142888], [-8.605320979591838, 41.143014367346936], [-8.605273959183673, 41.14314073469388], [-8.60522693877551, 41.14326710204082], [-8.605449918367347, 41.14361112244898], [-8.605690897959184, 41.14396965306123], [-8.60593187755102, 41.14432818367347], [-8.606376000000001, 41.144645571428576], [-8.606849142857143, 41.144957081632654], [-8.607322285714286, 41.14526859183674], [-8.607301163265307, 41.145613530612245], [-8.607165979591837, 41.14596618367347], [-8.607030795918368, 41.1463188367347], [-8.606950714285714, 41.146523816326535], [-8.606888999999999, 41.14667957142857], [-8.606827285714285, 41.14683532653061], [-8.607024183673468, 41.14695471428571], [-8.607338632653061, 41.14705757142857], [-8.607653081632652, 41.14716042857143], [-8.607934469387756, 41.14725410204082], [-8.608196020408164, 41.14734226530612], [-8.608457571428572, 41.14743042857143], [-8.608583571428571, 41.14748718367347], [-8.608604142857143, 41.147519510204084], [-8.608624714285714, 41.14755183673469], [-8.608513040816327, 41.14774432653061], [-8.60826912244898, 41.148096979591834], [-8.608025204081633, 41.14844963265306], [-8.607886714285716, 41.14865442857143], [-8.607883775510205, 41.14866912244898], [-8.607880836734694, 41.14868381632653], [-8.60782830612245, 41.14878777551021], [-8.60769312244898, 41.14904051020408], [-8.60755793877551, 41.14929324489796], [-8.607362142857143, 41.14965893877551], [-8.607033, 41.150273142857145], [-8.606703857142858, 41.150887346938774], [-8.606365163265307, 41.15149420408163], [-8.605997816326532, 41.152079020408166], [-8.605630469387755, 41.152663836734696], [-8.605336408163266, 41.15316434693878], [-8.605359918367347, 41.153299530612244], [-8.605383428571429, 41.153434714285716], [-8.605404, 41.153555204081634], [-8.605404, 41.153572836734696], [-8.605404, 41.15359046938776], [-8.605407489795919, 41.15360663265306], [-8.605463326530613, 41.15360075510204], [-8.605519163265306, 41.153594877551015], [-8.605575, 41.153589]]"
1372646710620000367,"[[-8.614035, 41.146479], [-8.614021959183674, 41.14657910204082], [-8.613933428571428, 41.14680869387755], [-8.613851142857143, 41.14714775510204], [-8.61331812244898, 41.14763540816326], [-8.613443020408162, 41.14826504081633], [-8.614564530612245, 41.147770959183674], [-8.614946571428572, 41.147423999999994], [-8.616291428571428, 41.147270081632655], [-8.617927959183673, 41.14761979591837], [-8.618948265306122, 41.14851318367347], [-8.620312959183675, 41.14776893877551], [-8.622328224489797, 41.14774212244898], [-8.624787979591837, 41.148500326530616], [-8.625814714285715, 41.150541857142855], [-8.626045959183674, 41.152144224489795], [-8.62619730612245, 41.15255051020408], [-8.628748714285715, 41.15249026530612], [-8.63259887755102, 41.15263371428571], [-8.637079040816326, 41.15288057142857], [-8.641859693877551, 41.15390546938775], [-8.646091714285715, 41.15441442857143], [-8.625791387755102, 41.148380387755104], [-8.61906030612245, 41.146572306122444], [-8.65121124489796, 41.15326646938776], [-8.654849448979592, 41.151902877551024], [-8.659282775510203, 41.15071708163265], [-8.66383163265306, 41.150602102040814], [-8.666966571428572, 41.151339], [-8.669172122448979, 41.15235140816327], [-8.671053857142857, 41.15362206122449], [-8.672150020408164, 41.154978306122445], [-8.673147918367347, 41.154936428571425], [-8.674620428571428, 41.15584928571429], [-8.675898795918368, 41.15663834693878], [-8.677274142857142, 41.15605371428572], [-8.678595306122448, 41.155453102040816], [-8.67963269387755, 41.15508575510204], [-8.679799653061224, 41.155075836734696], [-8.68116324489796, 41.15628955102041], [-8.683161979591837, 41.1589482244898], [-8.68241387755102, 41.159907918367345], [-8.68041257142857, 41.160700285714285], [-8.67795281632653, 41.161821061224494], [-8.677578306122449, 41.161539857142856], [-8.676920755102042, 41.16135765306122], [-8.676728265306123, 41.161383], [-8.67671651020408, 41.161386489795916], [-8.676717244897958, 41.16139824489796], [-8.676729, 41.161392]]"
